market,arrival_date,price
Luknow (CC),10-05-2019,450
Kolkata (WB),10-05-2019,462
Kanpur (CC),10-05-2019,433
Jabalpur,10-05-2019,416
Midnapur (KOL),10-05-2019,
Hospet,10-05-2019,384
Bhopal,10-05-2019,419
Allahabad (CC),10-05-2019,438
Indore (CC),10-05-2019,415
W.Godavari,10-05-2019,422
Warangal,10-05-2019,410
Mysuru,10-05-2019,422
Nagpur,10-05-2019,400
Delhi (CC),10-05-2019,412
Muzaffurpur (CC),10-05-2019,
Pune,10-05-2019,455
Ranchi (CC),10-05-2019,
Vijayawada,10-05-2019,422
Vizag,10-05-2019,420
Patna,10-05-2019,
Chittoor,10-05-2019,408
Chennai (CC),11-05-2019,430
Brahmapur (OD),11-05-2019,
Ahmedabad,11-05-2019,442
Ajmer,11-05-2019,393
Asansole,11-05-2019,
Barwala,11-05-2019,396
Bengaluru (CC),11-05-2019,410
E.Godavari,11-05-2019,400
Burdwan (CC),11-05-2019,
Delhi (CC),11-05-2019,414
Chittoor,11-05-2019,423
Midnapur (KOL),11-05-2019,
Mumbai (CC),11-05-2019,435
Muzaffurpur (CC),11-05-2019,
Mysuru,11-05-2019,410
Nagpur,11-05-2019,388
Namakkal,11-05-2019,370
Hyderabad,11-05-2019,382
Patna,11-05-2019,
Pune,11-05-2019,440
Ranchi (CC),11-05-2019,
Vijayawada,11-05-2019,400
Ludhiana,11-05-2019,389
W.Godavari,11-05-2019,400
Varanasi (CC),11-05-2019,447
Surat,11-05-2019,
Raipur,11-05-2019,415
Luknow (CC),11-05-2019,450
Kolkata (WB),11-05-2019,412
Kanpur (CC),11-05-2019,438
Jabalpur,11-05-2019,412
Vizag,11-05-2019,400
Indore (CC),11-05-2019,420
Hospet,11-05-2019,375
Bhopal,11-05-2019,415
Allahabad (CC),11-05-2019,424
Warangal,11-05-2019,383
Indore (CC),12-05-2019,470
Jabalpur,12-05-2019,478
Bhopal,12-05-2019,475
Allahabad (CC),12-05-2019,481
Warangal,12-05-2019,447
W.Godavari,12-05-2019,457
Kanpur (CC),12-05-2019,486
Kolkata (WB),12-05-2019,495
Luknow (CC),12-05-2019,510
Hospet,12-05-2019,430
Vizag,12-05-2019,460
Chennai (CC),12-05-2019,478
Surat,12-05-2019,492
Varanasi (CC),12-05-2019,510
Vijayawada,12-05-2019,457
Burdwan (CC),12-05-2019,511
Brahmapur (OD),12-05-2019,469
Bengaluru (CC),12-05-2019,465
Barwala,12-05-2019,451
Asansole,12-05-2019,505
Ajmer,12-05-2019,450
Ahmedabad,12-05-2019,486
Raipur,12-05-2019,477
Ranchi (CC),12-05-2019,514
Patna,12-05-2019,500
E.Godavari,12-05-2019,457
Namakkal,12-05-2019,433
Nagpur,12-05-2019,460
Mysuru,12-05-2019,469
Muzaffurpur (CC),12-05-2019,500
Mumbai (CC),12-05-2019,499
Midnapur (KOL),12-05-2019,511
Ludhiana,12-05-2019,459
Hyderabad,12-05-2019,444
Delhi (CC),12-05-2019,485
Chittoor,12-05-2019,471
Pune,12-05-2019,496
Vizag,13-05-2019,315
Vijayawada,13-05-2019,315
Surat,13-05-2019,385
Pune,13-05-2019,385
Patna,13-05-2019,333
W.Godavari,13-05-2019,315
Ranchi (CC),13-05-2019,357
Warangal,13-05-2019,328
Kanpur (CC),13-05-2019,324
Bhopal,13-05-2019,325
Hospet,13-05-2019,350
Indore (CC),13-05-2019,290
Jabalpur,13-05-2019,325
Namakkal,13-05-2019,395
Kolkata (WB),13-05-2019,360
Luknow (CC),13-05-2019,353
Allahabad (CC),13-05-2019,348
Nagpur,13-05-2019,295
Hyderabad,13-05-2019,305
Muzaffurpur (CC),13-05-2019,342
Varanasi (CC),13-05-2019,343
Ahmedabad,13-05-2019,350
Ajmer,13-05-2019,280
Asansole,13-05-2019,385
Barwala,13-05-2019,280
Bengaluru (CC),13-05-2019,385
Brahmapur (OD),13-05-2019,360
Burdwan (CC),13-05-2019,372
Chennai (CC),13-05-2019,435
Chittoor,13-05-2019,428
Delhi (CC),13-05-2019,300
E.Godavari,13-05-2019,315
Ludhiana,13-05-2019,280
Midnapur (KOL),13-05-2019,372
Mumbai (CC),13-05-2019,400
Mysuru,13-05-2019,393
Raipur,13-05-2019,350
Brahmapur (OD),14-05-2019,330
Ahmedabad,14-05-2019,380
Ranchi (CC),14-05-2019,352
Vijayawada,14-05-2019,315
Vizag,14-05-2019,315
W.Godavari,14-05-2019,315
Warangal,14-05-2019,308
Allahabad (CC),14-05-2019,333
Hospet,14-05-2019,330
Indore (CC),14-05-2019,300
Jabalpur,14-05-2019,320
Kanpur (CC),14-05-2019,324
Kolkata (WB),14-05-2019,350
Luknow (CC),14-05-2019,353
Raipur,14-05-2019,330
Surat,14-05-2019,385
Varanasi (CC),14-05-2019,343
Pune,14-05-2019,365
Patna,14-05-2019,333
Bhopal,14-05-2019,315
Nagpur,14-05-2019,395
Namakkal,14-05-2019,395
Ajmer,14-05-2019,282
Asansole,14-05-2019,385
Barwala,14-05-2019,280
Bengaluru (CC),14-05-2019,365
Chennai (CC),14-05-2019,410
Chittoor,14-05-2019,403
Delhi (CC),14-05-2019,295
Burdwan (CC),14-05-2019,372
Hyderabad,14-05-2019,305
Ludhiana,14-05-2019,280
Midnapur (KOL),14-05-2019,372
Mumbai (CC),14-05-2019,380
Muzaffurpur (CC),14-05-2019,343
Mysuru,14-05-2019,373
E.Godavari,14-05-2019,315
Ranchi (CC),15-05-2019,352
Bhopal,15-05-2019,315
Vijayawada,15-05-2019,315
Vizag,15-05-2019,315
W.Godavari,15-05-2019,315
Warangal,15-05-2019,308
Allahabad (CC),15-05-2019,333
Hospet,15-05-2019,330
Varanasi (CC),15-05-2019,340
Jabalpur,15-05-2019,315
Kanpur (CC),15-05-2019,324
Kolkata (WB),15-05-2019,350
Luknow (CC),15-05-2019,333
Raipur,15-05-2019,330
Surat,15-05-2019,370
Pune,15-05-2019,345
Indore (CC),15-05-2019,300
Patna,15-05-2019,322
Delhi (CC),15-05-2019,295
Nagpur,15-05-2019,300
Namakkal,15-05-2019,395
Ajmer,15-05-2019,282
Asansole,15-05-2019,380
Barwala,15-05-2019,280
Bengaluru (CC),15-05-2019,365
Brahmapur (OD),15-05-2019,330
Burdwan (CC),15-05-2019,367
Chennai (CC),15-05-2019,410
Ahmedabad,15-05-2019,280
E.Godavari,15-05-2019,315
Hyderabad,15-05-2019,307
Ludhiana,15-05-2019,280
Midnapur (KOL),15-05-2019,367
Mumbai (CC),15-05-2019,360
Muzaffurpur (CC),15-05-2019,343
Mysuru,15-05-2019,373
Chittoor,15-05-2019,403
Pune,16-05-2019,347
Ranchi (CC),16-05-2019,352
Vijayawada,16-05-2019,317
Vizag,16-05-2019,320
W.Godavari,16-05-2019,317
Warangal,16-05-2019,310
Allahabad (CC),16-05-2019,333
Bhopal,16-05-2019,315
Kolkata (WB),16-05-2019,350
Indore (CC),16-05-2019,300
Jabalpur,16-05-2019,320
Kanpur (CC),16-05-2019,324
Luknow (CC),16-05-2019,333
Raipur,16-05-2019,330
Surat,16-05-2019,372
Varanasi (CC),16-05-2019,343
Hospet,16-05-2019,330
Namakkal,16-05-2019,395
Patna,16-05-2019,328
Ahmedabad,16-05-2019,352
Ajmer,16-05-2019,286
Asansole,16-05-2019,365
Barwala,16-05-2019,284
Bengaluru (CC),16-05-2019,365
Burdwan (CC),16-05-2019,369
Chennai (CC),16-05-2019,410
Chittoor,16-05-2019,403
Brahmapur (OD),16-05-2019,330
E.Godavari,16-05-2019,317
Hyderabad,16-05-2019,310
Ludhiana,16-05-2019,280
Midnapur (KOL),16-05-2019,369
Mumbai (CC),16-05-2019,362
Muzaffurpur (CC),16-05-2019,343
Mysuru,16-05-2019,373
Delhi (CC),16-05-2019,295
Nagpur,16-05-2019,300
Bhopal,17-05-2019,317
Ranchi (CC),17-05-2019,352
Vijayawada,17-05-2019,319
Vizag,17-05-2019,320
W.Godavari,17-05-2019,319
Warangal,17-05-2019,313
Allahabad (CC),17-05-2019,343
Hospet,17-05-2019,335
Jabalpur,17-05-2019,325
Kanpur (CC),17-05-2019,324
Kolkata (WB),17-05-2019,350
Luknow (CC),17-05-2019,333
Raipur,17-05-2019,335
Surat,17-05-2019,375
Varanasi (CC),17-05-2019,350
Pune,17-05-2019,350
Indore (CC),17-05-2019,305
Patna,17-05-2019,343
Namakkal,17-05-2019,395
Nagpur,17-05-2019,305
Ajmer,17-05-2019,288
Asansole,17-05-2019,365
Barwala,17-05-2019,288
Bengaluru (CC),17-05-2019,370
Brahmapur (OD),17-05-2019,332
Burdwan (CC),17-05-2019,369
Chennai (CC),17-05-2019,410
Chittoor,17-05-2019,403
Ahmedabad,17-05-2019,355
E.Godavari,17-05-2019,319
Hyderabad,17-05-2019,313
Ludhiana,17-05-2019,280
Midnapur (KOL),17-05-2019,369
Mumbai (CC),17-05-2019,365
Muzaffurpur (CC),17-05-2019,343
Mysuru,17-05-2019,373
Delhi (CC),17-05-2019,300
Ranchi (CC),18-05-2019,352
Vijayawada,18-05-2019,321
Vizag,18-05-2019,325
W.Godavari,18-05-2019,321
Warangal,18-05-2019,316
Allahabad (CC),18-05-2019,343
Bhopal,18-05-2019,318
Hospet,18-05-2019,335
Kolkata (WB),18-05-2019,357
Jabalpur,18-05-2019,330
Kanpur (CC),18-05-2019,324
Luknow (CC),18-05-2019,333
Raipur,18-05-2019,337
Surat,18-05-2019,377
Varanasi (CC),18-05-2019,350
Pune,18-05-2019,354
Indore (CC),18-05-2019,310
Patna,18-05-2019,343
Ludhiana,18-05-2019,287
Nagpur,18-05-2019,310
Ahmedabad,18-05-2019,358
Ajmer,18-05-2019,291
Asansole,18-05-2019,365
Barwala,18-05-2019,291
Bengaluru (CC),18-05-2019,370
Brahmapur (OD),18-05-2019,334
Burdwan (CC),18-05-2019,369
Namakkal,18-05-2019,397
Chennai (CC),18-05-2019,410
Delhi (CC),18-05-2019,305
E.Godavari,18-05-2019,321
Hyderabad,18-05-2019,316
Midnapur (KOL),18-05-2019,369
Mumbai (CC),18-05-2019,368
Muzaffurpur (CC),18-05-2019,343
Mysuru,18-05-2019,380
Chittoor,18-05-2019,403
Brahmapur (OD),19-05-2019,336
Burdwan (CC),19-05-2019,374
Namakkal,19-05-2019,397
Muzaffurpur (CC),19-05-2019,338
Mumbai (CC),19-05-2019,371
Midnapur (KOL),19-05-2019,374
Ludhiana,19-05-2019,287
E.Godavari,19-05-2019,323
Patna,19-05-2019,338
Mysuru,19-05-2019,380
Bengaluru (CC),19-05-2019,370
Asansole,19-05-2019,357
Ajmer,19-05-2019,291
Ahmedabad,19-05-2019,361
Chennai (CC),19-05-2019,410
Chittoor,19-05-2019,403
Delhi (CC),19-05-2019,305
Barwala,19-05-2019,291
Nagpur,19-05-2019,318
Hyderabad,19-05-2019,319
Vijayawada,19-05-2019,323
Bhopal,19-05-2019,320
Varanasi (CC),19-05-2019,350
Allahabad (CC),19-05-2019,343
Warangal,19-05-2019,319
W.Godavari,19-05-2019,323
Vizag,19-05-2019,325
Indore (CC),19-05-2019,315
Hospet,19-05-2019,335
Pune,19-05-2019,362
Jabalpur,19-05-2019,332
Kanpur (CC),19-05-2019,324
Kolkata (WB),19-05-2019,357
Luknow (CC),19-05-2019,333
Raipur,19-05-2019,339
Surat,19-05-2019,380
Ranchi (CC),19-05-2019,352
Vijayawada,20-05-2019,323
Pune,20-05-2019,362
Ranchi (CC),20-05-2019,352
Raipur,20-05-2019,339
Allahabad (CC),20-05-2019,343
W.Godavari,20-05-2019,323
Warangal,20-05-2019,322
Bhopal,20-05-2019,320
Hospet,20-05-2019,335
Indore (CC),20-05-2019,315
Jabalpur,20-05-2019,334
Kanpur (CC),20-05-2019,324
Kolkata (WB),20-05-2019,360
Luknow (CC),20-05-2019,333
Patna,20-05-2019,338
Vizag,20-05-2019,325
Namakkal,20-05-2019,400
Delhi (CC),20-05-2019,305
Mysuru,20-05-2019,383
Ahmedabad,20-05-2019,361
Ajmer,20-05-2019,391
Asansole,20-05-2019,357
Barwala,20-05-2019,291
Bengaluru (CC),20-05-2019,370
Brahmapur (OD),20-05-2019,338
Burdwan (CC),20-05-2019,374
Chennai (CC),20-05-2019,410
Chittoor,20-05-2019,403
Surat,20-05-2019,380
E.Godavari,20-05-2019,323
Hyderabad,20-05-2019,322
Midnapur (KOL),20-05-2019,374
Mumbai (CC),20-05-2019,371
Muzaffurpur (CC),20-05-2019,338
Nagpur,20-05-2019,323
Varanasi (CC),20-05-2019,350
Ludhiana,20-05-2019,287
Chittoor,21-05-2019,403
Vijayawada,21-05-2019,323
Vizag,21-05-2019,325
W.Godavari,21-05-2019,323
Warangal,21-05-2019,325
Allahabad (CC),21-05-2019,338
Bhopal,21-05-2019,320
Hospet,21-05-2019,340
Jabalpur,21-05-2019,334
Varanasi (CC),21-05-2019,343
Surat,21-05-2019,383
Raipur,21-05-2019,342
Luknow (CC),21-05-2019,333
Kolkata (WB),21-05-2019,360
Kanpur (CC),21-05-2019,324
Delhi (CC),21-05-2019,305
Ranchi (CC),21-05-2019,352
Pune,21-05-2019,366
Indore (CC),21-05-2019,315
Namakkal,21-05-2019,400
Chennai (CC),21-05-2019,410
Burdwan (CC),21-05-2019,375
Brahmapur (OD),21-05-2019,338
Bengaluru (CC),21-05-2019,375
Barwala,21-05-2019,291
Patna,21-05-2019,333
Ajmer,21-05-2019,288
Ahmedabad,21-05-2019,364
Asansole,21-05-2019,357
E.Godavari,21-05-2019,323
Mysuru,21-05-2019,383
Muzaffurpur (CC),21-05-2019,338
Mumbai (CC),21-05-2019,377
Midnapur (KOL),21-05-2019,375
Hyderabad,21-05-2019,325
Ludhiana,21-05-2019,287
Nagpur,21-05-2019,320
Hospet,22-05-2019,340
Kolkata (WB),22-05-2019,360
Bhopal,22-05-2019,320
Allahabad (CC),22-05-2019,333
Warangal,22-05-2019,328
W.Godavari,22-05-2019,323
Jabalpur,22-05-2019,334
Kanpur (CC),22-05-2019,324
Indore (CC),22-05-2019,315
Varanasi (CC),22-05-2019,343
Surat,22-05-2019,383
Vizag,22-05-2019,325
Ahmedabad,22-05-2019,364
Ajmer,22-05-2019,280
Asansole,22-05-2019,357
Barwala,22-05-2019,280
Bengaluru (CC),22-05-2019,375
Brahmapur (OD),22-05-2019,338
Raipur,22-05-2019,342
Vijayawada,22-05-2019,323
Luknow (CC),22-05-2019,333
Pune,22-05-2019,368
Chennai (CC),22-05-2019,410
Ranchi (CC),22-05-2019,348
Chittoor,22-05-2019,403
Delhi (CC),22-05-2019,305
E.Godavari,22-05-2019,323
Hyderabad,22-05-2019,328
Ludhiana,22-05-2019,287
Burdwan (CC),22-05-2019,374
Mumbai (CC),22-05-2019,380
Muzaffurpur (CC),22-05-2019,338
Mysuru,22-05-2019,383
Nagpur,22-05-2019,317
Patna,22-05-2019,333
Namakkal,22-05-2019,400
Midnapur (KOL),22-05-2019,374
Pune,23-05-2019,370
Ranchi (CC),23-05-2019,348
Vijayawada,23-05-2019,323
Vizag,23-05-2019,325
W.Godavari,23-05-2019,323
Allahabad (CC),23-05-2019,324
Bhopal,23-05-2019,315
Jabalpur,23-05-2019,334
Patna,23-05-2019,333
Kanpur (CC),23-05-2019,305
Kolkata (WB),23-05-2019,360
Luknow (CC),23-05-2019,333
Raipur,23-05-2019,342
Surat,23-05-2019,383
Varanasi (CC),23-05-2019,337
Hospet,23-05-2019,340
Namakkal,23-05-2019,403
Indore (CC),23-05-2019,310
Mysuru,23-05-2019,386
Nagpur,23-05-2019,315
Ahmedabad,23-05-2019,364
Ajmer,23-05-2019,274
Asansole,23-05-2019,357
Barwala,23-05-2019,275
Bengaluru (CC),23-05-2019,375
Brahmapur (OD),23-05-2019,338
Burdwan (CC),23-05-2019,374
Warangal,23-05-2019,331
Chittoor,23-05-2019,403
Delhi (CC),23-05-2019,300
E.Godavari,23-05-2019,323
Hyderabad,23-05-2019,330
Ludhiana,23-05-2019,280
Midnapur (KOL),23-05-2019,374
Mumbai (CC),23-05-2019,383
Chennai (CC),23-05-2019,410
Muzaffurpur (CC),23-05-2019,338
Hospet,24-05-2019,340
Indore (CC),24-05-2019,310
Jabalpur,24-05-2019,324
Kanpur (CC),24-05-2019,305
Kolkata (WB),24-05-2019,360
Surat,24-05-2019,383
Raipur,24-05-2019,342
Bhopal,24-05-2019,315
Varanasi (CC),24-05-2019,337
Warangal,24-05-2019,333
Delhi (CC),24-05-2019,295
Luknow (CC),24-05-2019,333
E.Godavari,24-05-2019,323
Mumbai (CC),24-05-2019,385
Ludhiana,24-05-2019,277
Midnapur (KOL),24-05-2019,374
Muzaffurpur (CC),24-05-2019,333
Mysuru,24-05-2019,386
Nagpur,24-05-2019,310
Namakkal,24-05-2019,403
Pune,24-05-2019,370
Ranchi (CC),24-05-2019,348
Vijayawada,24-05-2019,323
Vizag,24-05-2019,325
W.Godavari,24-05-2019,323
Allahabad (CC),24-05-2019,324
Hyderabad,24-05-2019,332
Patna,24-05-2019,328
Chittoor,24-05-2019,403
Burdwan (CC),24-05-2019,374
Brahmapur (OD),24-05-2019,338
Bengaluru (CC),24-05-2019,375
Barwala,24-05-2019,277
Asansole,24-05-2019,357
Ajmer,24-05-2019,274
Ahmedabad,24-05-2019,364
Chennai (CC),24-05-2019,410
Ranchi (CC),25-05-2019,348
Vijayawada,25-05-2019,323
Vizag,25-05-2019,325
Warangal,25-05-2019,335
Allahabad (CC),25-05-2019,324
Bhopal,25-05-2019,315
Hospet,25-05-2019,340
Kolkata (WB),25-05-2019,360
Jabalpur,25-05-2019,324
Kanpur (CC),25-05-2019,305
Pune,25-05-2019,372
Luknow (CC),25-05-2019,333
Raipur,25-05-2019,330
Surat,25-05-2019,383
Varanasi (CC),25-05-2019,337
Indore (CC),25-05-2019,295
Patna,25-05-2019,328
W.Godavari,25-05-2019,323
Nagpur,25-05-2019,310
Namakkal,25-05-2019,403
Ajmer,25-05-2019,282
Asansole,25-05-2019,357
Barwala,25-05-2019,281
Bengaluru (CC),25-05-2019,375
Brahmapur (OD),25-05-2019,338
Burdwan (CC),25-05-2019,374
Chennai (CC),25-05-2019,410
Chittoor,25-05-2019,403
Ahmedabad,25-05-2019,364
E.Godavari,25-05-2019,323
Hyderabad,25-05-2019,332
Ludhiana,25-05-2019,277
Midnapur (KOL),25-05-2019,374
Mumbai (CC),25-05-2019,387
Muzaffurpur (CC),25-05-2019,333
Mysuru,25-05-2019,386
Delhi (CC),25-05-2019,295
Ranchi (CC),26-05-2019,348
Vijayawada,26-05-2019,323
Vizag,26-05-2019,325
W.Godavari,26-05-2019,323
Warangal,26-05-2019,335
Allahabad (CC),26-05-2019,324
Bhopal,26-05-2019,315
Hospet,26-05-2019,340
Kolkata (WB),26-05-2019,360
Jabalpur,26-05-2019,327
Kanpur (CC),26-05-2019,305
Luknow (CC),26-05-2019,333
Raipur,26-05-2019,330
Surat,26-05-2019,383
Varanasi (CC),26-05-2019,340
Pune,26-05-2019,372
Indore (CC),26-05-2019,305
Patna,26-05-2019,333
Mumbai (CC),26-05-2019,387
Nagpur,26-05-2019,310
Ahmedabad,26-05-2019,364
Ajmer,26-05-2019,282
Asansole,26-05-2019,357
Barwala,26-05-2019,281
Bengaluru (CC),26-05-2019,375
Brahmapur (OD),26-05-2019,338
Namakkal,26-05-2019,403
Chennai (CC),26-05-2019,410
Burdwan (CC),26-05-2019,374
Delhi (CC),26-05-2019,298
E.Godavari,26-05-2019,323
Hyderabad,26-05-2019,332
Ludhiana,26-05-2019,277
Midnapur (KOL),26-05-2019,374
Muzaffurpur (CC),26-05-2019,338
Mysuru,26-05-2019,386
Chittoor,26-05-2019,403
Pune,27-05-2019,372
Ranchi (CC),27-05-2019,352
Vijayawada,27-05-2019,323
Vizag,27-05-2019,325
W.Godavari,27-05-2019,323
Warangal,27-05-2019,335
Luknow (CC),27-05-2019,333
Bhopal,27-05-2019,315
Hospet,27-05-2019,340
Indore (CC),27-05-2019,305
Jabalpur,27-05-2019,329
Kanpur (CC),27-05-2019,305
Kolkata (WB),27-05-2019,360
Patna,27-05-2019,357
Raipur,27-05-2019,330
Allahabad (CC),27-05-2019,324
Namakkal,27-05-2019,390
Delhi (CC),27-05-2019,301
Mysuru,27-05-2019,372
Surat,27-05-2019,383
Ahmedabad,27-05-2019,364
Ajmer,27-05-2019,282
Asansole,27-05-2019,357
Barwala,27-05-2019,286
Bengaluru (CC),27-05-2019,375
Brahmapur (OD),27-05-2019,338
Burdwan (CC),27-05-2019,374
Chennai (CC),27-05-2019,410
Chittoor,27-05-2019,403
E.Godavari,27-05-2019,323
Hyderabad,27-05-2019,317
Midnapur (KOL),27-05-2019,374
Mumbai (CC),27-05-2019,387
Muzaffurpur (CC),27-05-2019,342
Nagpur,27-05-2019,310
Varanasi (CC),27-05-2019,343
Ludhiana,27-05-2019,285
Nagpur,28-05-2019,310
Pune,28-05-2019,355
Patna,28-05-2019,338
Namakkal,28-05-2019,390
Mysuru,28-05-2019,372
Muzaffurpur (CC),28-05-2019,342
Mumbai (CC),28-05-2019,372
Midnapur (KOL),28-05-2019,374
Ludhiana,28-05-2019,292
Ranchi (CC),28-05-2019,352
Hyderabad,28-05-2019,317
Delhi (CC),28-05-2019,301
Chittoor,28-05-2019,388
Chennai (CC),28-05-2019,395
Burdwan (CC),28-05-2019,374
Brahmapur (OD),28-05-2019,338
Bengaluru (CC),28-05-2019,360
Barwala,28-05-2019,286
Asansole,28-05-2019,357
E.Godavari,28-05-2019,323
Ajmer,28-05-2019,277
Vijayawada,28-05-2019,323
W.Godavari,28-05-2019,323
Varanasi (CC),28-05-2019,343
Surat,28-05-2019,360
Vizag,28-05-2019,325
Luknow (CC),28-05-2019,333
Kolkata (WB),28-05-2019,354
Kanpur (CC),28-05-2019,305
Raipur,28-05-2019,330
Indore (CC),28-05-2019,305
Hospet,28-05-2019,325
Bhopal,28-05-2019,315
Allahabad (CC),28-05-2019,324
Warangal,28-05-2019,320
Jabalpur,28-05-2019,329
Ahmedabad,28-05-2019,350
Indore (CC),29-05-2019,305
Hospet,29-05-2019,325
Bhopal,29-05-2019,315
Allahabad (CC),29-05-2019,324
Warangal,29-05-2019,320
W.Godavari,29-05-2019,310
Vizag,29-05-2019,310
Vijayawada,29-05-2019,310
Chennai (CC),29-05-2019,395
Ranchi (CC),29-05-2019,352
Kanpur (CC),29-05-2019,305
Kolkata (WB),29-05-2019,354
Luknow (CC),29-05-2019,333
Raipur,29-05-2019,330
Surat,29-05-2019,360
Varanasi (CC),29-05-2019,343
Chittoor,29-05-2019,388
Jabalpur,29-05-2019,329
Pune,29-05-2019,340
Delhi (CC),29-05-2019,301
Namakkal,29-05-2019,390
Patna,29-05-2019,338
Burdwan (CC),29-05-2019,364
Brahmapur (OD),29-05-2019,338
Bengaluru (CC),29-05-2019,360
Barwala,29-05-2019,276
Ajmer,29-05-2019,277
Ahmedabad,29-05-2019,350
Asansole,29-05-2019,362
Hyderabad,29-05-2019,317
Ludhiana,29-05-2019,301
Midnapur (KOL),29-05-2019,364
Mumbai (CC),29-05-2019,372
Muzaffurpur (CC),29-05-2019,333
Mysuru,29-05-2019,372
Nagpur,29-05-2019,305
E.Godavari,29-05-2019,310
Ranchi (CC),30-05-2019,352
Bhopal,30-05-2019,315
Vijayawada,30-05-2019,310
Vizag,30-05-2019,310
W.Godavari,30-05-2019,310
Warangal,30-05-2019,320
Allahabad (CC),30-05-2019,319
Hospet,30-05-2019,325
Varanasi (CC),30-05-2019,343
Jabalpur,30-05-2019,318
Kanpur (CC),30-05-2019,305
Kolkata (WB),30-05-2019,354
Luknow (CC),30-05-2019,333
Raipur,30-05-2019,330
Surat,30-05-2019,360
Pune,30-05-2019,340
Indore (CC),30-05-2019,305
Patna,30-05-2019,338
Chennai (CC),30-05-2019,395
Nagpur,30-05-2019,305
Ajmer,30-05-2019,270
Asansole,30-05-2019,362
Barwala,30-05-2019,276
Bengaluru (CC),30-05-2019,360
Brahmapur (OD),30-05-2019,325
Burdwan (CC),30-05-2019,364
Namakkal,30-05-2019,370
Chittoor,30-05-2019,388
Ahmedabad,30-05-2019,350
E.Godavari,30-05-2019,310
Hyderabad,30-05-2019,305
Ludhiana,30-05-2019,295
Midnapur (KOL),30-05-2019,364
Mumbai (CC),30-05-2019,372
Muzaffurpur (CC),30-05-2019,333
Mysuru,30-05-2019,355
Delhi (CC),30-05-2019,301
Ranchi (CC),31-05-2019,352
Vijayawada,31-05-2019,310
Vizag,31-05-2019,310
W.Godavari,31-05-2019,310
Warangal,31-05-2019,308
Allahabad (CC),31-05-2019,324
Bhopal,31-05-2019,315
Kanpur (CC),31-05-2019,305
Indore (CC),31-05-2019,295
Jabalpur,31-05-2019,315
Kolkata (WB),31-05-2019,350
Luknow (CC),31-05-2019,333
Raipur,31-05-2019,330
Surat,31-05-2019,345
Pune,31-05-2019,340
Hospet,31-05-2019,310
Varanasi (CC),31-05-2019,343
Patna,31-05-2019,338
Nagpur,31-05-2019,305
Namakkal,31-05-2019,370
Ajmer,31-05-2019,272
Asansole,31-05-2019,362
Barwala,31-05-2019,276
Bengaluru (CC),31-05-2019,345
Brahmapur (OD),31-05-2019,325
Burdwan (CC),31-05-2019,364
Chennai (CC),31-05-2019,375
Ahmedabad,31-05-2019,335
Delhi (CC),31-05-2019,295
E.Godavari,31-05-2019,310
Hyderabad,31-05-2019,305
Ludhiana,31-05-2019,285
Midnapur (KOL),31-05-2019,364
Mumbai (CC),31-05-2019,360
Muzaffurpur (CC),31-05-2019,333
Chittoor,31-05-2019,368
Mysuru,31-05-2019,355
Pune,01-06-2019,490
Ranchi (CC),01-06-2019,514
Vijayawada,01-06-2019,453
Vizag,01-06-2019,458
W.Godavari,01-06-2019,453
Warangal,01-06-2019,449
Allahabad (CC),01-06-2019,500
Jabalpur,01-06-2019,483
Hospet,01-06-2019,417
Kanpur (CC),01-06-2019,490
Kolkata (WB),01-06-2019,492
Luknow (CC),01-06-2019,506
Raipur,01-06-2019,485
Patna,01-06-2019,509
Bhopal,01-06-2019,480
Namakkal,01-06-2019,440
Delhi (CC),01-06-2019,493
Mysuru,01-06-2019,452
Ahmedabad,01-06-2019,492
Ajmer,01-06-2019,475
Asansole,01-06-2019,500
Barwala,01-06-2019,467
Bengaluru (CC),01-06-2019,452
Brahmapur (OD),01-06-2019,
Burdwan (CC),01-06-2019,504
Nagpur,01-06-2019,455
Chennai (CC),01-06-2019,455
Surat,01-06-2019,505
E.Godavari,01-06-2019,453
Hyderabad,01-06-2019,450
Ludhiana,01-06-2019,464
Midnapur (KOL),01-06-2019,504
Mumbai (CC),01-06-2019,502
Muzaffurpur (CC),01-06-2019,514
Chittoor,01-06-2019,448
Varanasi (CC),01-06-2019,507
Indore (CC),01-06-2019,475
Indore (CC),02-06-2019,435
Namakkal,02-06-2019,430
Patna,02-06-2019,462
Pune,02-06-2019,448
Ranchi (CC),02-06-2019,471
Vijayawada,02-06-2019,401
Vizag,02-06-2019,406
W.Godavari,02-06-2019,401
Warangal,02-06-2019,405
Allahabad (CC),02-06-2019,452
Varanasi (CC),02-06-2019,467
Surat,02-06-2019,475
Raipur,02-06-2019,433
Luknow (CC),02-06-2019,457
Kolkata (WB),02-06-2019,440
Kanpur (CC),02-06-2019,443
Nagpur,02-06-2019,415
Jabalpur,02-06-2019,429
Mysuru,02-06-2019,436
Mumbai (CC),02-06-2019,456
Ahmedabad,02-06-2019,456
Ajmer,02-06-2019,411
Asansole,02-06-2019,450
Barwala,02-06-2019,410
Bengaluru (CC),02-06-2019,435
Brahmapur (OD),02-06-2019,
Burdwan (CC),02-06-2019,446
Chennai (CC),02-06-2019,445
Bhopal,02-06-2019,425
Chittoor,02-06-2019,438
Delhi (CC),02-06-2019,433
E.Godavari,02-06-2019,401
Hyderabad,02-06-2019,406
